,country_region_code,country_region,date,retail_and_recreation,grocery_and_pharmacy,parks,transit_stations,workplaces,residential
4225,EE,Estonia,2020-09-25,-6.0,4.0,73.0,-8.0,-16.0,0.0
4226,EE,Estonia,2020-09-26,-9.0,3.0,98.0,-4.0,-2.0,-4.0
4227,EE,Estonia,2020-09-27,-4.0,6.0,128.0,-1.0,1.0,-5.0
4228,EE,Estonia,2020-09-28,-5.0,2.0,37.0,-10.0,-12.0,2.0
4229,EE,Estonia,2020-09-29,-5.0,1.0,31.0,-8.0,-12.0,2.0
4230,EE,Estonia,2020-09-30,-1.0,5.0,44.0,-6.0,-12.0,1.0
4231,EE,Estonia,2020-10-01,-2.0,5.0,49.0,-7.0,-11.0,0.0
4232,EE,Estonia,2020-10-02,-6.0,6.0,48.0,-8.0,-12.0,-1.0
4233,EE,Estonia,2020-10-03,-9.0,4.0,59.0,-6.0,-7.0,-3.0
4234,EE,Estonia,2020-10-04,-10.0,3.0,4.0,-15.0,-6.0,-1.0
4235,EE,Estonia,2020-10-05,5.0,11.0,61.0,-1.0,-11.0,0.0
4236,EE,Estonia,2020-10-06,0.0,6.0,22.0,-3.0,-11.0,1.0
4237,EE,Estonia,2020-10-07,3.0,8.0,47.0,-2.0,-9.0,0.0
4238,EE,Estonia,2020-10-08,3.0,9.0,37.0,-5.0,-11.0,0.0
4239,EE,Estonia,2020-10-09,-1.0,8.0,16.0,-9.0,-11.0,0.0
4240,EE,Estonia,2020-10-10,-1.0,8.0,48.0,-6.0,-5.0,-3.0
4241,EE,Estonia,2020-10-11,3.0,8.0,43.0,-6.0,-3.0,-2.0
4242,EE,Estonia,2020-10-12,1.0,5.0,30.0,-8.0,-10.0,1.0
4243,EE,Estonia,2020-10-13,0.0,5.0,30.0,-6.0,-10.0,1.0
4244,EE,Estonia,2020-10-14,2.0,6.0,20.0,-6.0,-8.0,1.0
4245,EE,Estonia,2020-10-15,1.0,5.0,13.0,-10.0,-10.0,2.0
4246,EE,Estonia,2020-10-16,-2.0,6.0,13.0,-11.0,-11.0,1.0
4247,EE,Estonia,2020-10-17,-5.0,6.0,25.0,-9.0,-5.0,-2.0
4248,EE,Estonia,2020-10-18,-3.0,4.0,2.0,-16.0,-8.0,-1.0
4249,EE,Estonia,2020-10-19,0.0,3.0,-1.0,-17.0,-27.0,5.0
4250,EE,Estonia,2020-10-20,3.0,4.0,20.0,-13.0,-26.0,4.0
4251,EE,Estonia,2020-10-21,3.0,5.0,8.0,-14.0,-26.0,5.0
4252,EE,Estonia,2020-10-22,-1.0,1.0,-9.0,-19.0,-28.0,6.0
4253,EE,Estonia,2020-10-23,-5.0,2.0,-1.0,-21.0,-28.0,5.0
4254,EE,Estonia,2020-10-24,-8.0,3.0,16.0,-14.0,-6.0,-1.0
4255,EE,Estonia,2020-10-25,-5.0,5.0,42.0,-10.0,-4.0,-2.0
4256,EE,Estonia,2020-10-26,-5.0,2.0,9.0,-12.0,-8.0,2.0
4257,EE,Estonia,2020-10-27,-5.0,2.0,0.0,-10.0,-9.0,2.0
4258,EE,Estonia,2020-10-28,-3.0,6.0,17.0,-9.0,-7.0,2.0
4259,EE,Estonia,2020-10-29,-5.0,3.0,15.0,-11.0,-8.0,2.0
4260,EE,Estonia,2020-10-30,-7.0,5.0,9.0,-14.0,-9.0,2.0
4261,EE,Estonia,2020-10-31,-8.0,7.0,27.0,-12.0,-2.0,-1.0
4262,EE,Estonia,2020-11-01,-8.0,4.0,30.0,-14.0,-4.0,-1.0
4263,EE,Estonia,2020-11-02,-6.0,3.0,1.0,-14.0,-8.0,3.0
4264,EE,Estonia,2020-11-03,-6.0,3.0,5.0,-11.0,-9.0,3.0
4265,EE,Estonia,2020-11-04,-6.0,3.0,-3.0,-15.0,-9.0,4.0
4266,EE,Estonia,2020-11-05,-2.0,8.0,-1.0,-15.0,-10.0,3.0
4267,EE,Estonia,2020-11-06,-2.0,10.0,10.0,-15.0,-11.0,2.0
4268,EE,Estonia,2020-11-07,-3.0,11.0,17.0,-15.0,-6.0,0.0
4269,EE,Estonia,2020-11-08,4.0,12.0,48.0,-11.0,-6.0,-2.0
4270,EE,Estonia,2020-11-09,-6.0,3.0,-3.0,-18.0,-12.0,4.0
4271,EE,Estonia,2020-11-10,-4.0,5.0,10.0,-14.0,-12.0,4.0
4272,EE,Estonia,2020-11-11,-4.0,6.0,6.0,-15.0,-12.0,4.0
4273,EE,Estonia,2020-11-12,-7.0,3.0,3.0,-19.0,-13.0,5.0
4274,EE,Estonia,2020-11-13,-10.0,4.0,-7.0,-22.0,-14.0,5.0
4275,EE,Estonia,2020-11-14,-12.0,4.0,-4.0,-22.0,-8.0,2.0
4276,EE,Estonia,2020-11-15,-10.0,3.0,16.0,-21.0,-10.0,1.0
4277,EE,Estonia,2020-11-16,-11.0,-1.0,-10.0,-24.0,-14.0,6.0
4278,EE,Estonia,2020-11-17,-11.0,-1.0,-14.0,-22.0,-15.0,6.0
4279,EE,Estonia,2020-11-18,-10.0,2.0,-7.0,-21.0,-15.0,6.0
4280,EE,Estonia,2020-11-19,-14.0,-2.0,-20.0,-27.0,-16.0,7.0
4281,EE,Estonia,2020-11-20,-15.0,0.0,-18.0,-27.0,-17.0,7.0
4282,EE,Estonia,2020-11-21,-19.0,0.0,-14.0,-28.0,-9.0,4.0
4283,EE,Estonia,2020-11-22,-16.0,-1.0,8.0,-27.0,-11.0,2.0
4284,EE,Estonia,2020-11-23,-13.0,-3.0,-4.0,-24.0,-16.0,7.0
4285,EE,Estonia,2020-11-24,-14.0,-4.0,2.0,-22.0,-16.0,7.0
4286,EE,Estonia,2020-11-25,-14.0,-3.0,-13.0,-24.0,-16.0,7.0
4287,EE,Estonia,2020-11-26,-16.0,-4.0,-15.0,-26.0,-17.0,8.0
4288,EE,Estonia,2020-11-27,-14.0,1.0,-18.0,-28.0,-17.0,7.0
4289,EE,Estonia,2020-11-28,-20.0,-1.0,-4.0,-29.0,-8.0,5.0
4290,EE,Estonia,2020-11-29,-13.0,0.0,50.0,-23.0,-9.0,2.0
4291,EE,Estonia,2020-11-30,-12.0,0.0,5.0,-25.0,-16.0,7.0
4292,EE,Estonia,2020-12-01,-12.0,1.0,3.0,-23.0,-16.0,7.0
4293,EE,Estonia,2020-12-02,-11.0,1.0,4.0,-23.0,-15.0,7.0
4294,EE,Estonia,2020-12-03,-14.0,-2.0,-4.0,-27.0,-16.0,8.0
4295,EE,Estonia,2020-12-04,-13.0,4.0,-7.0,-28.0,-16.0,7.0
4296,EE,Estonia,2020-12-05,-18.0,2.0,18.0,-26.0,-7.0,4.0
4297,EE,Estonia,2020-12-06,-15.0,-1.0,33.0,-27.0,-11.0,3.0
4298,EE,Estonia,2020-12-07,-11.0,0.0,-3.0,-28.0,-16.0,7.0
4299,EE,Estonia,2020-12-08,-8.0,2.0,-7.0,-25.0,-15.0,7.0
4300,EE,Estonia,2020-12-09,-9.0,3.0,-2.0,-26.0,-15.0,7.0
4301,EE,Estonia,2020-12-10,-10.0,3.0,-1.0,-27.0,-16.0,7.0
4302,EE,Estonia,2020-12-11,-15.0,2.0,-1.0,-28.0,-17.0,8.0
4303,EE,Estonia,2020-12-12,-17.0,3.0,13.0,-26.0,-8.0,4.0
4304,EE,Estonia,2020-12-13,-15.0,1.0,33.0,-29.0,-13.0,3.0
4305,EE,Estonia,2020-12-14,-13.0,0.0,9.0,-31.0,-31.0,11.0
4306,EE,Estonia,2020-12-15,-11.0,2.0,8.0,-29.0,-32.0,11.0
4307,EE,Estonia,2020-12-16,-12.0,3.0,-1.0,-30.0,-31.0,11.0
4308,EE,Estonia,2020-12-17,-12.0,3.0,10.0,-30.0,-32.0,11.0
4309,EE,Estonia,2020-12-18,-18.0,0.0,-13.0,-33.0,-32.0,12.0
4310,EE,Estonia,2020-12-19,-20.0,4.0,8.0,-25.0,-11.0,5.0
4311,EE,Estonia,2020-12-20,-14.0,3.0,34.0,-27.0,-13.0,4.0
4312,EE,Estonia,2020-12-21,-1.0,12.0,7.0,-28.0,-40.0,12.0
4313,EE,Estonia,2020-12-22,4.0,19.0,24.0,-23.0,-42.0,11.0
4314,EE,Estonia,2020-12-23,3.0,32.0,39.0,-21.0,-52.0,13.0
4315,EE,Estonia,2020-12-24,-41.0,0.0,52.0,-41.0,-83.0,20.0
4316,EE,Estonia,2020-12-25,-62.0,-28.0,42.0,-56.0,-85.0,24.0
4317,EE,Estonia,2020-12-26,-42.0,-13.0,47.0,-34.0,-36.0,6.0
4318,EE,Estonia,2020-12-27,-21.0,-2.0,53.0,-29.0,-18.0,3.0
4319,EE,Estonia,2020-12-28,-12.0,8.0,30.0,-34.0,-50.0,15.0
4320,EE,Estonia,2020-12-29,-13.0,10.0,23.0,-33.0,-52.0,15.0
4321,EE,Estonia,2020-12-30,-6.0,28.0,17.0,-30.0,-53.0,14.0
4322,EE,Estonia,2020-12-31,-27.0,21.0,49.0,-37.0,-69.0,18.0
4323,EE,Estonia,2021-01-01,-74.0,-52.0,40.0,-61.0,-88.0,27.0
4324,EE,Estonia,2021-01-02,-45.0,-14.0,14.0,-41.0,-35.0,9.0
4325,EE,Estonia,2021-01-03,-33.0,-5.0,71.0,-31.0,-21.0,5.0
4326,EE,Estonia,2021-01-04,-23.0,-1.0,25.0,-33.0,-37.0,13.0
4327,EE,Estonia,2021-01-05,-20.0,3.0,22.0,-31.0,-36.0,12.0
4328,EE,Estonia,2021-01-06,-20.0,2.0,16.0,-32.0,-36.0,12.0
4329,EE,Estonia,2021-01-07,-25.0,-3.0,9.0,-36.0,-36.0,13.0
4330,EE,Estonia,2021-01-08,-26.0,-1.0,-3.0,-38.0,-35.0,13.0
4331,EE,Estonia,2021-01-09,-30.0,-2.0,3.0,-35.0,-18.0,6.0
4332,EE,Estonia,2021-01-10,-28.0,-3.0,25.0,-36.0,-16.0,4.0
4333,EE,Estonia,2021-01-11,-22.0,-2.0,-1.0,-33.0,-22.0,10.0
4334,EE,Estonia,2021-01-12,-25.0,-5.0,-9.0,-34.0,-22.0,10.0
4335,EE,Estonia,2021-01-13,-25.0,-4.0,-4.0,-33.0,-22.0,9.0
4336,EE,Estonia,2021-01-14,-29.0,-7.0,-13.0,-36.0,-24.0,10.0
4337,EE,Estonia,2021-01-15,-32.0,-8.0,-25.0,-39.0,-25.0,10.0
4338,EE,Estonia,2021-01-16,-36.0,-7.0,-6.0,-39.0,-19.0,6.0
4339,EE,Estonia,2021-01-17,-33.0,-8.0,28.0,-38.0,-18.0,4.0
4340,EE,Estonia,2021-01-18,-23.0,-7.0,-6.0,-33.0,-23.0,9.0
4341,EE,Estonia,2021-01-19,-24.0,-8.0,-4.0,-33.0,-22.0,8.0
4342,EE,Estonia,2021-01-20,-25.0,-7.0,-10.0,-35.0,-22.0,9.0
4343,EE,Estonia,2021-01-21,-28.0,-10.0,-15.0,-35.0,-23.0,10.0
4344,EE,Estonia,2021-01-22,-29.0,-6.0,-20.0,-36.0,-23.0,10.0
4345,EE,Estonia,2021-01-23,-32.0,-6.0,-8.0,-36.0,-15.0,5.0
4346,EE,Estonia,2021-01-24,-30.0,-9.0,1.0,-36.0,-16.0,4.0
4347,EE,Estonia,2021-01-25,-23.0,-7.0,-16.0,-32.0,-18.0,8.0
4348,EE,Estonia,2021-01-26,-24.0,-9.0,-17.0,-31.0,-18.0,7.0
4349,EE,Estonia,2021-01-27,-23.0,-7.0,-13.0,-30.0,-16.0,8.0
4350,EE,Estonia,2021-01-28,-25.0,-8.0,-8.0,-31.0,-17.0,8.0
4351,EE,Estonia,2021-01-29,-29.0,-6.0,-16.0,-33.0,-17.0,8.0
4352,EE,Estonia,2021-01-30,-33.0,-7.0,1.0,-35.0,-11.0,5.0
4353,EE,Estonia,2021-01-31,-29.0,-8.0,22.0,-35.0,-12.0,3.0
4354,EE,Estonia,2021-02-01,-22.0,-7.0,-4.0,-29.0,-17.0,7.0
4355,EE,Estonia,2021-02-02,-21.0,-5.0,-5.0,-28.0,-17.0,7.0
4356,EE,Estonia,2021-02-03,-22.0,-7.0,-5.0,-28.0,-17.0,7.0
4357,EE,Estonia,2021-02-04,-23.0,-8.0,-14.0,-32.0,-17.0,8.0
4358,EE,Estonia,2021-02-05,-22.0,-1.0,-26.0,-32.0,-18.0,8.0
4359,EE,Estonia,2021-02-06,-27.0,-4.0,-12.0,-34.0,-13.0,5.0
4360,EE,Estonia,2021-02-07,-25.0,-6.0,14.0,-34.0,-12.0,3.0
4361,EE,Estonia,2021-02-08,-17.0,-2.0,-9.0,-29.0,-17.0,7.0
4362,EE,Estonia,2021-02-09,-17.0,-3.0,-16.0,-30.0,-17.0,7.0
4363,EE,Estonia,2021-02-10,-17.0,-1.0,-19.0,-31.0,-17.0,8.0
4364,EE,Estonia,2021-02-11,-17.0,-1.0,-18.0,-31.0,-17.0,8.0
4365,EE,Estonia,2021-02-12,-20.0,0.0,-17.0,-33.0,-17.0,8.0
4366,EE,Estonia,2021-02-13,-21.0,2.0,-2.0,-31.0,-11.0,4.0
4367,EE,Estonia,2021-02-14,-10.0,4.0,34.0,-27.0,-9.0,2.0
4368,EE,Estonia,2021-02-15,-18.0,-3.0,-6.0,-29.0,-16.0,7.0
4369,EE,Estonia,2021-02-16,-17.0,-3.0,2.0,-28.0,-16.0,7.0
4370,EE,Estonia,2021-02-17,-19.0,-2.0,-13.0,-28.0,-16.0,8.0
4371,EE,Estonia,2021-02-18,-22.0,-6.0,-23.0,-33.0,-19.0,9.0
4372,EE,Estonia,2021-02-19,-23.0,-2.0,-16.0,-32.0,-19.0,9.0
4373,EE,Estonia,2021-02-20,-27.0,-3.0,-3.0,-32.0,-12.0,5.0
4374,EE,Estonia,2021-02-21,-25.0,-5.0,5.0,-33.0,-12.0,3.0
4375,EE,Estonia,2021-02-22,-18.0,-2.0,-15.0,-34.0,-33.0,11.0
4376,EE,Estonia,2021-02-23,-20.0,5.0,-23.0,-32.0,-37.0,13.0
4377,EE,Estonia,2021-02-24,-44.0,-11.0,18.0,-50.0,-77.0,24.0
4378,EE,Estonia,2021-02-25,-23.0,-8.0,-16.0,-36.0,-36.0,12.0
4379,EE,Estonia,2021-02-26,-23.0,-2.0,-9.0,-38.0,-35.0,13.0
4380,EE,Estonia,2021-02-27,-26.0,-2.0,16.0,-33.0,-12.0,5.0
4381,EE,Estonia,2021-02-28,-21.0,-1.0,49.0,-30.0,-10.0,3.0
4382,EE,Estonia,2021-03-01,-21.0,-2.0,-4.0,-34.0,-28.0,11.0
4383,EE,Estonia,2021-03-02,-19.0,-1.0,9.0,-32.0,-29.0,10.0
4384,EE,Estonia,2021-03-03,-21.0,1.0,-3.0,-33.0,-29.0,11.0
4385,EE,Estonia,2021-03-04,-22.0,-2.0,-9.0,-35.0,-30.0,12.0
4386,EE,Estonia,2021-03-05,-22.0,6.0,-17.0,-36.0,-29.0,12.0
4387,EE,Estonia,2021-03-06,-56.0,-8.0,-34.0,-48.0,-21.0,9.0
4388,EE,Estonia,2021-03-07,-52.0,-6.0,-19.0,-47.0,-19.0,7.0
4389,EE,Estonia,2021-03-08,-11.0,16.0,-3.0,-32.0,-30.0,11.0
4390,EE,Estonia,2021-03-09,-18.0,-1.0,-20.0,-35.0,-31.0,12.0
4391,EE,Estonia,2021-03-10,-12.0,5.0,-21.0,-32.0,-32.0,12.0
4392,EE,Estonia,2021-03-11,-47.0,-8.0,-17.0,-44.0,-39.0,16.0
4393,EE,Estonia,2021-03-12,-50.0,-7.0,-30.0,-47.0,-39.0,17.0
4394,EE,Estonia,2021-03-13,-56.0,-9.0,-13.0,-46.0,-23.0,9.0
4395,EE,Estonia,2021-03-14,-55.0,-12.0,-17.0,-48.0,-24.0,8.0
4396,EE,Estonia,2021-03-15,-42.0,-7.0,-4.0,-43.0,-39.0,15.0
4397,EE,Estonia,2021-03-16,-41.0,-6.0,8.0,-40.0,-39.0,14.0
4398,EE,Estonia,2021-03-17,-42.0,-4.0,-1.0,-40.0,-38.0,15.0
4399,EE,Estonia,2021-03-18,-43.0,-6.0,-8.0,-42.0,-39.0,15.0
4400,EE,Estonia,2021-03-19,-45.0,-4.0,-17.0,-44.0,-38.0,16.0
4401,EE,Estonia,2021-03-20,-55.0,-9.0,-20.0,-47.0,-22.0,9.0
4402,EE,Estonia,2021-03-21,-51.0,-8.0,21.0,-44.0,-22.0,6.0
4403,EE,Estonia,2021-03-22,-39.0,-5.0,17.0,-40.0,-37.0,14.0
4404,EE,Estonia,2021-03-23,-39.0,-4.0,21.0,-37.0,-38.0,13.0
4405,EE,Estonia,2021-03-24,-40.0,-3.0,5.0,-38.0,-38.0,14.0
4406,EE,Estonia,2021-03-25,-40.0,-4.0,16.0,-37.0,-38.0,14.0
4407,EE,Estonia,2021-03-26,-41.0,-2.0,20.0,-39.0,-37.0,14.0
4408,EE,Estonia,2021-03-27,-48.0,-2.0,45.0,-33.0,-18.0,5.0
4409,EE,Estonia,2021-03-28,-46.0,-5.0,48.0,-36.0,-19.0,4.0
4410,EE,Estonia,2021-03-29,-39.0,-6.0,-10.0,-41.0,-37.0,14.0
4411,EE,Estonia,2021-03-30,-38.0,-4.0,-3.0,-39.0,-36.0,13.0
4412,EE,Estonia,2021-03-31,-35.0,2.0,15.0,-35.0,-36.0,12.0
4413,EE,Estonia,2021-04-01,-27.0,15.0,51.0,-26.0,-36.0,9.0
4414,EE,Estonia,2021-04-02,-52.0,-4.0,50.0,-48.0,-77.0,22.0
4415,EE,Estonia,2021-04-03,-50.0,-4.0,20.0,-39.0,-24.0,6.0
4416,EE,Estonia,2021-04-04,-45.0,0.0,65.0,-32.0,-20.0,2.0
4417,EE,Estonia,2021-04-05,-37.0,-3.0,-19.0,-41.0,-36.0,14.0
4418,EE,Estonia,2021-04-06,-35.0,2.0,4.0,-36.0,-35.0,12.0
4419,EE,Estonia,2021-04-07,-33.0,4.0,21.0,-33.0,-35.0,12.0
4420,EE,Estonia,2021-04-08,-32.0,5.0,30.0,-32.0,-35.0,11.0
4421,EE,Estonia,2021-04-09,-40.0,1.0,-33.0,-43.0,-35.0,14.0
4422,EE,Estonia,2021-04-10,-45.0,3.0,7.0,-37.0,-16.0,5.0
4423,EE,Estonia,2021-04-11,-36.0,6.0,103.0,-26.0,-14.0,1.0
4424,EE,Estonia,2021-04-12,-27.0,5.0,74.0,-28.0,-33.0,9.0
4425,EE,Estonia,2021-04-13,-30.0,4.0,27.0,-31.0,-33.0,11.0
4426,EE,Estonia,2021-04-14,-29.0,7.0,47.0,-28.0,-33.0,10.0
4427,EE,Estonia,2021-04-15,-29.0,6.0,44.0,-29.0,-33.0,10.0
4428,EE,Estonia,2021-04-16,-33.0,7.0,25.0,-33.0,-32.0,9.0
4429,EE,Estonia,2021-04-17,-41.0,7.0,64.0,-26.0,-13.0,0.0
4430,EE,Estonia,2021-04-18,-33.0,13.0,118.0,-20.0,-13.0,-3.0
4431,EE,Estonia,2021-04-19,-24.0,11.0,82.0,-24.0,-33.0,7.0
4432,EE,Estonia,2021-04-20,-24.0,9.0,83.0,-22.0,-34.0,7.0
4433,EE,Estonia,2021-04-21,-25.0,12.0,84.0,-21.0,-34.0,7.0
4434,EE,Estonia,2021-04-22,-28.0,8.0,49.0,-28.0,-34.0,8.0
4435,EE,Estonia,2021-04-23,-36.0,5.0,-6.0,-37.0,-34.0,11.0
4436,EE,Estonia,2021-04-24,-48.0,0.0,-13.0,-40.0,-15.0,5.0
4437,EE,Estonia,2021-04-25,-44.0,0.0,17.0,-35.0,-16.0,3.0
4438,EE,Estonia,2021-04-26,-33.0,0.0,-7.0,-37.0,-31.0,12.0
4439,EE,Estonia,2021-04-27,-31.0,2.0,18.0,-32.0,-31.0,10.0
4440,EE,Estonia,2021-04-28,-28.0,7.0,52.0,-26.0,-30.0,9.0
4441,EE,Estonia,2021-04-29,-27.0,7.0,56.0,-26.0,-30.0,9.0
4442,EE,Estonia,2021-04-30,-30.0,12.0,41.0,-28.0,-29.0,7.0
4443,EE,Estonia,2021-05-01,-44.0,5.0,51.0,-27.0,-18.0,1.0
4444,EE,Estonia,2021-05-02,-36.0,7.0,94.0,-22.0,-9.0,-2.0
4445,EE,Estonia,2021-05-03,-8.0,9.0,2.0,-24.0,-24.0,8.0
4446,EE,Estonia,2021-05-04,-5.0,12.0,56.0,-15.0,-22.0,6.0
4447,EE,Estonia,2021-05-05,-8.0,16.0,6.0,-21.0,-23.0,7.0
4448,EE,Estonia,2021-05-06,-11.0,12.0,2.0,-23.0,-23.0,8.0
4449,EE,Estonia,2021-05-07,-11.0,17.0,7.0,-22.0,-21.0,6.0
4450,EE,Estonia,2021-05-08,-12.0,23.0,25.0,-12.0,-3.0,-1.0
4451,EE,Estonia,2021-05-09,-1.0,30.0,102.0,-1.0,1.0,-6.0
4452,EE,Estonia,2021-05-10,1.0,15.0,111.0,-12.0,-21.0,4.0
4453,EE,Estonia,2021-05-11,4.0,20.0,152.0,-4.0,-21.0,2.0
4454,EE,Estonia,2021-05-12,4.0,25.0,160.0,0.0,-22.0,2.0
4455,EE,Estonia,2021-05-13,2.0,22.0,114.0,-9.0,-22.0,3.0
4456,EE,Estonia,2021-05-14,-9.0,19.0,42.0,-18.0,-21.0,3.0
4457,EE,Estonia,2021-05-15,-14.0,16.0,50.0,-13.0,-4.0,-2.0
4458,EE,Estonia,2021-05-16,-5.0,19.0,111.0,-6.0,2.0,-6.0
4459,EE,Estonia,2021-05-17,-5.0,15.0,32.0,-14.0,-17.0,3.0
4460,EE,Estonia,2021-05-18,-7.0,14.0,21.0,-15.0,-17.0,4.0
4461,EE,Estonia,2021-05-19,-8.0,16.0,28.0,-14.0,-17.0,4.0
4462,EE,Estonia,2021-05-20,-9.0,15.0,28.0,-21.0,-17.0,4.0
4463,EE,Estonia,2021-05-21,-13.0,16.0,35.0,-19.0,-16.0,3.0
4464,EE,Estonia,2021-05-22,-16.0,15.0,49.0,-15.0,2.0,-2.0
4465,EE,Estonia,2021-05-23,-15.0,11.0,52.0,-20.0,-2.0,-2.0
4466,EE,Estonia,2021-05-24,1.0,16.0,69.0,-13.0,-16.0,3.0
4467,EE,Estonia,2021-05-25,1.0,14.0,80.0,-9.0,-16.0,2.0
4468,EE,Estonia,2021-05-26,-8.0,13.0,-2.0,-20.0,-17.0,6.0
4469,EE,Estonia,2021-05-27,-2.0,15.0,40.0,-16.0,-15.0,4.0
4470,EE,Estonia,2021-05-28,-3.0,17.0,74.0,-13.0,-13.0,1.0
4471,EE,Estonia,2021-05-29,-9.0,15.0,79.0,-12.0,4.0,-4.0
4472,EE,Estonia,2021-05-30,0.0,18.0,127.0,-6.0,6.0,-6.0
4473,EE,Estonia,2021-05-31,4.0,18.0,65.0,-11.0,-10.0,2.0
4474,EE,Estonia,2021-06-01,13.0,21.0,109.0,-4.0,-11.0,1.0
4475,EE,Estonia,2021-06-02,11.0,25.0,131.0,0.0,-11.0,0.0
4476,EE,Estonia,2021-06-03,11.0,23.0,125.0,-4.0,-12.0,1.0
4477,EE,Estonia,2021-06-04,7.0,26.0,111.0,-5.0,-9.0,-2.0
4478,EE,Estonia,2021-06-05,3.0,23.0,121.0,-3.0,4.0,-7.0
4479,EE,Estonia,2021-06-06,12.0,27.0,177.0,1.0,5.0,-9.0
4480,EE,Estonia,2021-06-07,18.0,29.0,147.0,0.0,-10.0,0.0
4481,EE,Estonia,2021-06-08,20.0,28.0,145.0,3.0,-11.0,0.0
4482,EE,Estonia,2021-06-09,22.0,33.0,171.0,8.0,-13.0,-1.0
4483,EE,Estonia,2021-06-10,23.0,31.0,157.0,3.0,-14.0,-1.0
4484,EE,Estonia,2021-06-11,15.0,28.0,148.0,-2.0,-12.0,-3.0
4485,EE,Estonia,2021-06-12,3.0,19.0,80.0,-6.0,6.0,-6.0
4486,EE,Estonia,2021-06-13,14.0,23.0,86.0,-7.0,4.0,-6.0
4487,EE,Estonia,2021-06-14,21.0,26.0,132.0,-1.0,-20.0,1.0
4488,EE,Estonia,2021-06-15,20.0,24.0,104.0,-1.0,-20.0,1.0
4489,EE,Estonia,2021-06-16,20.0,28.0,147.0,3.0,-21.0,0.0
4490,EE,Estonia,2021-06-17,19.0,27.0,151.0,-2.0,-22.0,-1.0
4491,EE,Estonia,2021-06-18,11.0,24.0,163.0,-5.0,-23.0,-2.0
4492,EE,Estonia,2021-06-19,2.0,23.0,188.0,2.0,12.0,-10.0
4493,EE,Estonia,2021-06-20,16.0,32.0,254.0,5.0,6.0,-11.0
4494,EE,Estonia,2021-06-21,28.0,38.0,227.0,0.0,-29.0,-1.0
4495,EE,Estonia,2021-06-22,27.0,47.0,252.0,6.0,-36.0,-3.0
4496,EE,Estonia,2021-06-23,-16.0,34.0,272.0,-16.0,-80.0,3.0
4497,EE,Estonia,2021-06-24,-34.0,1.0,238.0,-32.0,-83.0,6.0
4498,EE,Estonia,2021-06-25,3.0,19.0,136.0,-20.0,-54.0,6.0
4499,EE,Estonia,2021-06-26,-5.0,15.0,130.0,-8.0,-4.0,-5.0
4500,EE,Estonia,2021-06-27,9.0,25.0,160.0,1.0,5.0,-8.0
4501,EE,Estonia,2021-06-28,19.0,28.0,137.0,-4.0,-29.0,1.0
4502,EE,Estonia,2021-06-29,16.0,22.0,161.0,-5.0,-29.0,0.0
4503,EE,Estonia,2021-06-30,18.0,28.0,190.0,0.0,-29.0,-1.0
4504,EE,Estonia,2021-07-01,19.0,29.0,183.0,-2.0,-30.0,1.0
4505,EE,Estonia,2021-07-02,9.0,23.0,171.0,-6.0,-29.0,0.0
4506,EE,Estonia,2021-07-03,4.0,21.0,207.0,3.0,2.0,-8.0
4507,EE,Estonia,2021-07-04,17.0,30.0,239.0,9.0,4.0,-10.0
4508,EE,Estonia,2021-07-05,26.0,35.0,177.0,1.0,-32.0,1.0
4509,EE,Estonia,2021-07-06,24.0,31.0,166.0,2.0,-32.0,2.0
4510,EE,Estonia,2021-07-07,25.0,35.0,210.0,5.0,-32.0,1.0
4511,EE,Estonia,2021-07-08,25.0,31.0,160.0,-2.0,-33.0,1.0
4512,EE,Estonia,2021-07-09,17.0,27.0,160.0,-3.0,-32.0,0.0
4513,EE,Estonia,2021-07-10,11.0,27.0,209.0,7.0,-1.0,-10.0
4514,EE,Estonia,2021-07-11,28.0,35.0,231.0,15.0,4.0,-11.0
4515,EE,Estonia,2021-07-12,28.0,34.0,220.0,3.0,-35.0,1.0
4516,EE,Estonia,2021-07-13,27.0,31.0,210.0,3.0,-36.0,1.0
4517,EE,Estonia,2021-07-14,27.0,35.0,238.0,5.0,-36.0,1.0
4518,EE,Estonia,2021-07-15,25.0,35.0,238.0,0.0,-36.0,0.0
4519,EE,Estonia,2021-07-16,13.0,27.0,205.0,-4.0,-37.0,0.0
4520,EE,Estonia,2021-07-17,10.0,23.0,229.0,7.0,-2.0,-9.0
4521,EE,Estonia,2021-07-18,25.0,30.0,232.0,12.0,2.0,-10.0
4522,EE,Estonia,2021-07-19,29.0,33.0,173.0,0.0,-39.0,3.0
4523,EE,Estonia,2021-07-20,25.0,27.0,162.0,-1.0,-39.0,3.0
4524,EE,Estonia,2021-07-21,26.0,31.0,187.0,3.0,-39.0,2.0
4525,EE,Estonia,2021-07-22,24.0,28.0,177.0,-2.0,-40.0,3.0
4526,EE,Estonia,2021-07-23,13.0,23.0,153.0,-7.0,-39.0,2.0
4527,EE,Estonia,2021-07-24,6.0,19.0,162.0,5.0,0.0,-7.0
4528,EE,Estonia,2021-07-25,19.0,29.0,216.0,11.0,5.0,-10.0
4529,EE,Estonia,2021-07-26,23.0,31.0,234.0,0.0,-38.0,2.0
4530,EE,Estonia,2021-07-27,21.0,26.0,218.0,0.0,-38.0,2.0
4531,EE,Estonia,2021-07-28,21.0,28.0,165.0,0.0,-38.0,4.0
